gid	n_mu	mid	sids	n_mu_p	fam	fam_size	fam_idx	fam_idx_size	tf	gid_W22	map_type	ttype	impact	eff
Zm00001d030020	2	mu1007804|mu1007804	UFMu-00186|UFMu-06490	2	NA	NA	NA	NA	FALSE	Zm00004b002175	One-to-One	mRNA	modifier	intron_variant
Zm00001d030021	3	mu1022625|mu1082953|mu1089329	UFMu-02357|UFMu-10529|UFMu-11785	>=3	NA	NA	NA	NA	FALSE	Zm00004b002178	One-to-One	mRNA	low	splice_region_variant
Zm00001d030026	2	mu1013794|mu1021275	UFMu-01801|UFMu-01377	2	NA	NA	NA	NA	FALSE	Zm00004b002183	One-to-One	mRNA	non-syntenic	synonymous_variant
Zm00001d030028	2	mu1046801|mu1076170	UFMu-06525|UFMu-08917	2	bHLH	190	107	107/190	TRUE	Zm00004b002184	One-to-One	mRNA	moderate	missense_variant
Zm00001d030032	2	mu1029452|mu1070805	UFMu-03013,UFMu-03598,UFMu-08167|UFMu-02885	2	NA	NA	NA	NA	FALSE	Zm00004b002186	One-to-One	mRNA	moderate	disruptive_inframe_insertion
Zm00001d030034	4	mu1019139|mu1021557|mu1022540|mu1084536	UFMu-00940|UFMu-01412|UFMu-05116,UFMu-06515,UFMu-08241,UFMu-11016|UFMu-10380	>=3	NA	NA	NA	NA	FALSE	NA	NA	mRNA	modifier	intron_variant
Zm00001d030040	5	mu1013796|mu1013796|mu1046022|mu1046802|mu1055436	UFMu-00686,UFMu-02830,UFMu-03330,UFMu-03768,UFMu-04788,UFMu-05335|UFMu-10507|UFMu-05757|UFMu-06498|UFMu-07302	>=3	NA	NA	NA	NA	FALSE	Zm00004b002192	One-to-One	mRNA	no_change	NA
Zm00001d030045	1	mu1022419	UFMu-02271,UFMu-03264,UFMu-06434	1	NA	NA	NA	NA	FALSE	Zm00004b002198	One-to-One	mRNA	no_change	NA
Zm00001d030048	3	mu1046804|mu1055438|mu1069142	UFMu-06481|UFMu-07277|UFMu-08665	>=3	NA	NA	NA	NA	FALSE	Zm00004b002202	One-to-One	mRNA	low	synonymous_variant
Zm00001d030051	2	mu1013799|mu1051946	UFMu-02118,UFMu-02469,UFMu-04629|UFMu-06823	2	NA	NA	NA	NA	FALSE	Zm00004b002203	One-to-One	mRNA	low	synonymous_variant
Zm00001d030053	4	mu1022471|mu1022471|mu1051947|mu1076172	UFMu-02621,UFMu-03114,UFMu-05572,UFMu-06421|UFMu-11976|UFMu-06863|UFMu-09247	>=3	NA	NA	NA	NA	FALSE	Zm00004b002204	One-to-One	mRNA	moderate	conservative_inframe_insertion
Zm00001d030061	2	mu1044174|mu1046203	UFMu-05070|UFMu-06296	2	NA	NA	NA	NA	FALSE	Zm00004b002208	One-to-One	mRNA	moderate	missense_variant
Zm00001d030069	2	mu1088509|mu1088510	UFMu-13448|UFMu-11931	2	HD-ZIP	60	35	35/60	TRUE	Zm00004b002211	One-to-One	mRNA	moderate	missense_variant
Zm00001d030074	1	mu1013234	UFMu-02065,UFMu-07996	1	NA	NA	NA	NA	FALSE	Zm00004b002214	One-to-One	mRNA	moderate	missense_variant
Zm00001d030079	1	mu1037001	UFMu-03956	1	NA	NA	NA	NA	FALSE	Zm00004b002217,Zm00004b002218	Many-to-Many,Many-to-One	mRNA	no_change	NA
Zm00001d030080	2	mu1019257|mu1058356	UFMu-01110|UFMu-08183	2	NA	NA	NA	NA	FALSE	Zm00004b002218	One-to-Many	mRNA	no_change	NA
Zm00001d030087	4	mu1018136|mu1051455|mu1058357|mu1058358	UFMu-00620|UFMu-06867|UFMu-08120|UFMu-08182	>=3	NA	NA	NA	NA	FALSE	Zm00004b002222	One-to-One	mRNA	low	synonymous_variant
Zm00001d030090	1	mu1082705	UFMu-10052,UFMu-12080,UFMu-12485	1	NA	NA	NA	NA	FALSE	Zm00004b002223	One-to-One	mRNA	moderate	missense_variant
Zm00001d030094	1	mu1034931	UFMu-03240	1	NA	NA	NA	NA	FALSE	Zm00004b002226	One-to-One	mRNA	moderate	missense_variant
Zm00001d030098	2	mu1046205|mu1054938	UFMu-06212|UFMu-07513	2	NA	NA	NA	NA	FALSE	Zm00004b002228	One-to-One	mRNA	moderate	missense_variant
Zm00001d030099	1	mu1054939	UFMu-07469	1	NA	NA	NA	NA	FALSE	NA	NA	mRNA	high	stop_lost
Zm00001d030106	3	mu1037004|mu1049545|mu1069522	UFMu-02736|UFMu-06193|UFMu-08754	>=3	NA	NA	NA	NA	FALSE	Zm00004b002236,Zm00004b002237	Many-to-One	mRNA	modifier	intron_variant
Zm00001d030108	2	mu1044201|mu1065632	UFMu-05744|UFMu-08308	2	NA	NA	NA	NA	FALSE	Zm00004b002238	One-to-One	mRNA	moderate	missense_variant
Zm00001d030109	1	mu1031385	UFMu-02886	1	NA	NA	NA	NA	FALSE	Zm00004b002239	One-to-One	mRNA	moderate	missense_variant
Zm00001d030117	2	mu1046206|mu1068998	UFMu-06220|UFMu-08589	2	NA	NA	NA	NA	FALSE	Zm00004b002244	One-to-One	mRNA	modifier	intron_variant
Zm00001d030124	2	mu1080049|mu1087166	UFMu-09188|UFMu-10827	2	NA	NA	NA	NA	FALSE	NA	NA	mRNA	non-syntenic	NA
Zm00001d030126	1	mu1068999	UFMu-08733	1	NA	NA	NA	NA	FALSE	Zm00004b002249	One-to-One	mRNA	moderate	missense_variant
Zm00001d030129	3	mu1008504|mu1023145|mu1037006	UFMu-00352|UFMu-02430|UFMu-03236	>=3	NA	NA	NA	NA	FALSE	Zm00004b002252	One-to-One	mRNA	no_change	NA
Zm00001d030131	2	mu1019719|mu1070028	UFMu-01147,UFMu-02846,UFMu-07657|UFMu-02744	2	NA	NA	NA	NA	FALSE	Zm00004b002254	One-to-One	mRNA	low	splice_region_variant
Zm00001d030132	2	mu1013240|mu1017771	UFMu-01978|UFMu-01155	2	NA	NA	NA	NA	FALSE	Zm00004b002255	One-to-One	mRNA	non-syntenic	stop_gained
Zm00001d030133	4	mu1037008|mu1046207|mu1058362|mu1074111	UFMu-04174,UFMu-06289|UFMu-06529|UFMu-08143|UFMu-04174	>=3	NA	NA	NA	NA	FALSE	Zm00004b002256	One-to-One	mRNA	moderate	conservative_inframe_insertion
Zm00001d030138	2	mu1044203|mu1070663	UFMu-05390|UFMu-02941	2	NA	NA	NA	NA	FALSE	Zm00004b002260	One-to-One	mRNA	no_change	NA
Zm00001d030146	3	mu1037009|mu1040453|mu1070664	UFMu-03238,UFMu-04314|UFMu-04314|UFMu-02733	>=3	NA	NA	NA	NA	FALSE	Zm00004b002268	One-to-One	mRNA	high	frameshift_variant
Zm00001d030148	3	mu1082709|mu1082710|mu1088515	UFMu-10404|UFMu-10404|UFMu-13479	>=3	NA	NA	NA	NA	FALSE	Zm00004b002272	One-to-One	mRNA	low	synonymous_variant
Zm00001d030149	1	mu1082711	UFMu-10440	1	NA	NA	NA	NA	FALSE	Zm00004b002273	One-to-One	mRNA	moderate	missense_variant
Zm00001d030152	2	mu1044204|mu1079098	UFMu-05566|UFMu-09139	2	NA	NA	NA	NA	FALSE	Zm00004b002275	One-to-One	mRNA	moderate	conservative_inframe_insertion
Zm00001d030158	2	mu1071586|mu1088516	UFMu-02178|UFMu-13181	2	NA	NA	NA	NA	FALSE	Zm00004b002278	One-to-One	mRNA	moderate	missense_variant
Zm00001d030159	1	mu1080405	UFMu-09468	1	NA	NA	NA	NA	FALSE	Zm00004b002279	One-to-One	mRNA	moderate	missense_variant
Zm00001d030163	2	mu1075311|mu1085322	UFMu-05595|UFMu-10871	2	NA	NA	NA	NA	FALSE	Zm00004b002283	One-to-One	mRNA	moderate	missense_variant
Zm00001d030164	5	mu1019690|mu1032779|mu1054941|mu1058365|mu1094083	UFMu-01129|UFMu-02883,UFMu-04502,UFMu-11266|UFMu-07408|UFMu-07726|UFMu-13840	>=3	NA	NA	NA	NA	FALSE	Zm00004b002284	One-to-One	mRNA	non-syntenic	missense_variant
Zm00001d030166	3	mu1046209|mu1046209|mu1085323	UFMu-06409|UFMu-13167,UFMu-13529|UFMu-10791	>=3	NA	NA	NA	NA	FALSE	Zm00004b002287	One-to-One	mRNA	high	frameshift_variant
Zm00001d030173	1	mu1080407	UFMu-09479	1	NA	NA	NA	NA	FALSE	Zm00004b002292	One-to-One	mRNA	low	synonymous_variant
Zm00001d030181	2	mu1018977|mu1094084	UFMu-00718|UFMu-13182,UFMu-13513	2	NA	NA	NA	NA	FALSE	Zm00004b002300	One-to-One	mRNA	moderate	missense_variant
Zm00001d030207	2	mu1058368|mu1080408	UFMu-07882|UFMu-09478	2	NA	NA	NA	NA	FALSE	Zm00004b002311	One-to-Many	mRNA	moderate	missense_variant
Zm00001d030217	4	mu1032766|mu1051464|mu1054945|mu1082712	UFMu-02975|UFMu-06904|UFMu-07290|UFMu-10376	>=3	NA	NA	NA	NA	FALSE	Zm00004b002318	One-to-One	mRNA	moderate	missense_variant
Zm00001d030230	4	mu1037011|mu1046213|mu1088523|mu1088524	UFMu-03424|UFMu-06404|UFMu-11162|UFMu-13240	>=3	NA	NA	NA	NA	FALSE	Zm00004b002326	One-to-One	mRNA	modifier	intron_variant
Zm00001d030231	1	mu1065642	UFMu-08577,UFMu-11260	1	NA	NA	NA	NA	FALSE	NA	NA	mRNA	non-syntenic	missense_variant
Zm00001d030233	1	mu1018462	UFMu-00946,UFMu-11156	1	NA	NA	NA	NA	FALSE	Zm00004b002332	One-to-One	mRNA	moderate	missense_variant
Zm00001d030235	3	mu1009509|mu1013245|mu1046214	UFMu-00511|UFMu-01936|UFMu-06474	>=3	NA	NA	NA	NA	FALSE	Zm00004b002335	One-to-One	mRNA	moderate	missense_variant
Zm00001d030253	1	mu1080410	UFMu-09468	1	NA	NA	NA	NA	FALSE	Zm00004b002361	One-to-One	mRNA	moderate	missense_variant
Zm00001d030256	1	mu1046216	UFMu-06092	1	NA	NA	NA	NA	FALSE	Zm00004b002369	One-to-One	mRNA	moderate	missense_variant
Zm00001d030266	2	mu1037012|mu1044208	UFMu-04224|UFMu-05381	2	NA	NA	NA	NA	FALSE	Zm00004b002372	One-to-One	mRNA	modifier	intron_variant
Zm00001d030282	1	mu1075765	UFMu-09010	1	NA	NA	NA	NA	FALSE	Zm00004b002382	One-to-One	mRNA	modifier	intron_variant
Zm00001d030285	1	mu1065648	UFMu-08809	1	NA	NA	NA	NA	FALSE	Zm00004b002383	One-to-One	mRNA	no_change	NA
Zm00001d030290	4	mu1007975|mu1016793|mu1058308|mu1068947	UFMu-00280|UFMu-10749|UFMu-07612|UFMu-08828	>=3	NA	NA	NA	NA	FALSE	Zm00004b002386	One-to-One	mRNA	no_change	NA
Zm00001d030299	1	mu1046217	UFMu-06297	1	NA	NA	NA	NA	FALSE	Zm00004b002391	One-to-One	mRNA	no_change	NA
Zm00001d030300	2	mu1051470|mu1085332	UFMu-06863|UFMu-11020	2	NA	NA	NA	NA	FALSE	NA	NA	mRNA	no_change	NA
Zm00001d030303	2	mu1046220|mu1058371	UFMu-06524|UFMu-07995	2	NA	NA	NA	NA	FALSE	Zm00004b002393	One-to-One	mRNA	no_change	NA
Zm00001d030308	3	mu1017817|mu1022587|mu1046221	UFMu-00622|UFMu-02201|UFMu-06525	>=3	NA	NA	NA	NA	FALSE	Zm00004b002399	One-to-One	mRNA	no_change	NA
Zm00001d030323	1	mu1051472	UFMu-07105	1	NA	NA	NA	NA	FALSE	Zm00004b002406	One-to-One	mRNA	modifier	3_prime_UTR_variant
Zm00001d030357	2	mu1080414|mu1085336	UFMu-09891,UFMu-11932,UFMu-12310,UFMu-12918,UFMu-13748|UFMu-11040	2	NA	NA	NA	NA	FALSE	Zm00004b002430	One-to-One	mRNA	modifier	intron_variant
Zm00001d030361	1	mu1088536	UFMu-13265,UFMu-13726	1	NA	NA	NA	NA	FALSE	Zm00004b002433	One-to-One	mRNA	no_change	NA
Zm00001d030370	4	mu1013265|mu1032270|mu1054955|mu1095649	UFMu-01233|UFMu-03036|UFMu-07263|UFMu-12128	>=3	NA	NA	NA	NA	FALSE	NA	NA	mRNA	no_change	NA
Zm00001d030373	1	mu1094092	UFMu-11684	1	NA	NA	NA	NA	FALSE	Zm00004b002441	One-to-One	mRNA	no_change	NA
Zm00001d030381	2	mu1051362|mu1051479	UFMu-06341|UFMu-06537	2	NA	NA	NA	NA	FALSE	Zm00004b002448	One-to-One	mRNA	no_change	NA
Zm00001d030385	2	mu1044213|mu1075769	UFMu-05786|UFMu-08908	2	NA	NA	NA	NA	FALSE	Zm00004b002451	One-to-One	mRNA	modifier	intron_variant
Zm00001d030398	2	mu1026287|mu1094093	UFMu-07274|UFMu-11259	2	NA	NA	NA	NA	FALSE	Zm00004b002460,Zm00004b002461	Many-to-One	mRNA	modifier	intron_variant
Zm00001d030421	1	mu1084407	UFMu-10001	1	NA	NA	NA	NA	FALSE	Zm00004b002471	One-to-One	mRNA	modifier	intron_variant
Zm00001d030508	1	mu1021190	UFMu-01697	1	NA	NA	NA	NA	FALSE	Zm00004b002500	One-to-One	mRNA	no_change	NA
Zm00001d030509	6	mu1017029|mu1036004|mu1040432|mu1051490|mu1082721|mu1094097	UFMu-00666,UFMu-03480,UFMu-04894,UFMu-07184|UFMu-03295|UFMu-00666,UFMu-03480|UFMu-06537|UFMu-10341|UFMu-13888	>=3	NA	NA	NA	NA	FALSE	Zm00004b002501	One-to-One	mRNA	modifier	intron_variant
Zm00001d030516	1	mu1088553	UFMu-11315	1	NA	NA	NA	NA	FALSE	Zm00004b002503	One-to-Many	mRNA	no_change	NA
Zm00001d030518	3	mu1005542|mu1044163|mu1058388	UFMu-00293,UFMu-03481,UFMu-07348|UFMu-04979|UFMu-08145	>=3	CAMTA	8	6	6/8	TRUE	Zm00004b002504	One-to-One	mRNA	no_change	NA
Zm00001d030523	4	mu1051361|mu1075312|mu1085345|mu1088555	UFMu-06496|UFMu-05393|UFMu-10623|UFMu-11265	>=3	NA	NA	NA	NA	FALSE	Zm00004b002506	One-to-One	mRNA	no_change	NA
Zm00001d030527	1	mu1032872	UFMu-02628	1	NA	NA	NA	NA	FALSE	Zm00004b002508	One-to-One	mRNA	modifier	3_prime_UTR_variant
Zm00001d030550	1	mu1065666	UFMu-08707	1	NA	NA	NA	NA	FALSE	Zm00004b002524	One-to-One	mRNA	no_change	NA
Zm00001d030551	6	mu1029309|mu1037024|mu1058391|mu1065667|mu1082723|mu1088559	UFMu-02997|UFMu-03653|UFMu-07904|UFMu-08301|UFMu-10309|UFMu-11306	>=3	NA	NA	NA	NA	FALSE	Zm00004b002525	One-to-One	mRNA	no_change	NA
Zm00001d030554	3	mu1017277|mu1017277|mu1071524	UFMu-00660,UFMu-01773|UFMu-11322|UFMu-02602	>=3	NA	NA	NA	NA	FALSE	Zm00004b002527	One-to-One	mRNA	modifier	intron_variant
Zm00001d030557	3	mu1048650|mu1051492|mu1088560	UFMu-06401|UFMu-06721|UFMu-11315	>=3	NA	NA	NA	NA	FALSE	Zm00004b002530	One-to-One	mRNA	no_change	NA
Zm00001d030559	2	mu1018987|mu1059728	UFMu-00688|UFMu-07964	2	NA	NA	NA	NA	FALSE	NA	NA	mRNA	no_change	NA
Zm00001d030578	1	mu1094098	UFMu-13897	1	NA	NA	NA	NA	FALSE	NA	NA	mRNA	no_change	NA
Zm00001d030579	1	mu1022571	UFMu-02114	1	NA	NA	NA	NA	FALSE	Zm00004b002541	One-to-One	mRNA	no_change	NA
Zm00001d030584	2	mu1082140|mu1094099	UFMu-09600|UFMu-12197	2	NA	NA	NA	NA	FALSE	Zm00004b002546	One-to-One	mRNA	modifier	3_prime_UTR_variant
Zm00001d030593	2	mu1037028|mu1037028	UFMu-03503,UFMu-11423|UFMu-06650	2	NA	NA	NA	NA	FALSE	Zm00004b002550	One-to-One	mRNA	no_change	NA
Zm00001d030598	2	mu1058392|mu1094100	UFMu-07800|UFMu-11436	2	NA	NA	NA	NA	FALSE	Zm00004b002553	One-to-One	mRNA	no_change	NA
Zm00001d030601	4	mu1018573|mu1018573|mu1037029|mu1075780	UFMu-01055,UFMu-03506,UFMu-13541|UFMu-08183|UFMu-04019|UFMu-09409	>=3	NA	NA	NA	NA	FALSE	Zm00004b002554	One-to-One	mRNA	modifier	intron_variant
Zm00001d030609	3	mu1040467|mu1069005|mu1075781	UFMu-04787|UFMu-08618|UFMu-09347	>=3	NA	NA	NA	NA	FALSE	Zm00004b002557	One-to-One	mRNA	no_change	NA
Zm00001d030612	3	mu1028560|mu1054966|mu1084409	UFMu-01347|UFMu-07252|UFMu-10211	>=3	NA	NA	NA	NA	FALSE	Zm00004b002562	One-to-One	mRNA	no_change	NA
Zm00001d030614	1	mu1065672	UFMu-08336	1	NA	NA	NA	NA	FALSE	Zm00004b002564	One-to-One	mRNA	modifier	3_prime_UTR_variant
Zm00001d030617	11	mu1024117|mu1024594|mu1024594|mu1037031|mu1037031|mu1037031|mu1038119|mu1046237|mu1046238|mu1075052|mu1085350	UFMu-11089|UFMu-05807|UFMu-07888|UFMu-03243,UFMu-11056|UFMu-04623|UFMu-13987|UFMu-02472|UFMu-06513|UFMu-06492|UFMu-05807|UFMu-10954	>=3	bZIP	128	66	66/128	TRUE	Zm00004b002566	One-to-One	mRNA	moderate	missense_variant
Zm00001d030620	2	mu1037032|mu1051500	UFMu-02510|UFMu-06863	2	NA	NA	NA	NA	FALSE	Zm00004b002568	One-to-One	mRNA	modifier	intron_variant
Zm00001d030624	5	mu1034257|mu1058397|mu1070673|mu1075784|mu1084410	UFMu-03262|UFMu-08170|UFMu-02693|UFMu-09139|UFMu-10195	>=3	NA	NA	NA	NA	FALSE	Zm00004b002572	One-to-One	mRNA	moderate	missense_variant
Zm00001d030626	5	mu1037035|mu1037035|mu1046240|mu1051501|mu1065621	UFMu-03237,UFMu-05659,UFMu-06802,UFMu-07808|UFMu-11120|UFMu-06000|UFMu-06843|UFMu-00649	>=3	NA	NA	NA	NA	FALSE	Zm00004b002574	One-to-One	mRNA	high	frameshift_variant
Zm00001d030627	1	mu1054967	UFMu-07429	1	NA	NA	NA	NA	FALSE	Zm00004b002581	One-to-One	mRNA	moderate	missense_variant
Zm00001d030640	1	mu1084411	UFMu-10384	1	NA	NA	NA	NA	FALSE	Zm00004b002586	One-to-One	mRNA	moderate	missense_variant
Zm00001d030652	3	mu1013281|mu1033221|mu1046242	UFMu-02269|UFMu-03614|UFMu-06435	>=3	NA	NA	NA	NA	FALSE	Zm00004b002590	One-to-One	mRNA	low	synonymous_variant
Zm00001d030656	4	mu1025761|mu1058398|mu1058399|mu1075786	UFMu-05057|UFMu-07866|UFMu-07866|UFMu-09272	>=3	NA	NA	NA	NA	FALSE	Zm00004b002591	One-to-One	mRNA	low	splice_region_variant
Zm00001d030657	3	mu1017805|mu1031226|mu1080421	UFMu-00795|UFMu-02770|UFMu-09510	>=3	NA	NA	NA	NA	FALSE	Zm00004b002592	One-to-One	mRNA	moderate	missense_variant
Zm00001d030659	2	mu1009663|mu1088572	UFMu-00252|UFMu-11664	2	NA	NA	NA	NA	FALSE	Zm00004b002593	One-to-One	mRNA	moderate	missense_variant
Zm00001d030665	3	mu1046245|mu1058400|mu1084413	UFMu-06347|UFMu-08162|UFMu-10404	>=3	NA	NA	NA	NA	FALSE	Zm00004b002597	One-to-One	mRNA	non-syntenic	synonymous_variant
Zm00001d030666	3	mu1020105|mu1035542|mu1088574	UFMu-01002|UFMu-03306|UFMu-11401	>=3	NA	NA	NA	NA	FALSE	Zm00004b002598	One-to-One	mRNA	moderate	disruptive_inframe_deletion
Zm00001d030677	2	mu1044223|mu1058401	UFMu-05695|UFMu-08241	2	NA	NA	NA	NA	FALSE	Zm00004b002605	One-to-One	mRNA	modifier	intron_variant
Zm00001d030690	2	mu1058402|mu1069008	UFMu-08217|UFMu-08306	2	NA	NA	NA	NA	FALSE	Zm00004b002617	One-to-One	mRNA	low	splice_region_variant
Zm00001d030701	1	mu1058405	UFMu-07921	1	NA	NA	NA	NA	FALSE	Zm00004b002625	One-to-One	mRNA	moderate	missense_variant
Zm00001d030717	2	mu1022335|mu1088576	UFMu-02232,UFMu-06802|UFMu-12118	2	NA	NA	NA	NA	FALSE	Zm00004b002632	One-to-One	mRNA	moderate	missense_variant
Zm00001d030732	3	mu1028278|mu1058408|mu1065678	UFMu-05329|UFMu-07720|UFMu-08449,UFMu-10871	>=3	NA	NA	NA	NA	FALSE	Zm00004b002639	One-to-One	mRNA	moderate	missense_variant
Zm00001d030733	2	mu1079106|mu1079107	UFMu-09101|UFMu-09347	2	NA	NA	NA	NA	FALSE	Zm00004b002640	One-to-One	mRNA	modifier	intron_variant
Zm00001d030739	3	mu1032651|mu1044227|mu1044228	UFMu-02715|UFMu-05698|UFMu-05553	>=3	NA	NA	NA	NA	FALSE	Zm00004b002644	One-to-One	mRNA	high	frameshift_variant
Zm00001d030742	1	mu1046252	UFMu-06342	1	NA	NA	NA	NA	FALSE	Zm00004b002646	One-to-One	mRNA	non-syntenic	missense_variant
Zm00001d030744	5	mu1017977|mu1021088|mu1044229|mu1044230|mu1085356	UFMu-00699|UFMu-01447|UFMu-05508|UFMu-05698|UFMu-10840	>=3	GRAS	81	39	39/81	TRUE	Zm00004b002647	One-to-One	mRNA	moderate	missense_variant
Zm00001d030760	10	mu1033960|mu1050629|mu1050629|mu1051506|mu1058410|mu1065680|mu1065680|mu1074624|mu1074625|mu1075790	UFMu-03500|UFMu-06282|UFMu-10586|UFMu-06574|UFMu-07907|UFMu-08565|UFMu-09459|UFMu-03865|UFMu-03865|UFMu-09307	>=3	NA	NA	NA	NA	FALSE	Zm00004b002658,Zm00004b002659	Many-to-One	mRNA	moderate	missense_variant
Zm00001d030765	1	mu1088580	UFMu-13100	1	NA	NA	NA	NA	FALSE	Zm00004b002661	One-to-One	mRNA	moderate	missense_variant
Zm00001d030766	3	mu1040468|mu1040468|mu1084414	UFMu-04395|UFMu-10002,UFMu-11219|UFMu-10378	>=3	NA	NA	NA	NA	FALSE	Zm00004b002662	One-to-One	mRNA	modifier	intron_variant
Zm00001d030767	2	mu1037045|mu1088581	UFMu-03686|UFMu-11313	2	NA	NA	NA	NA	FALSE	Zm00004b002663	One-to-Many	mRNA	modifier	intron_variant
Zm00001d030770	1	mu1046253	UFMu-06445	1	NA	NA	NA	NA	FALSE	Zm00004b002663	One-to-Many	mRNA	modifier	intron_variant
Zm00001d030774	1	mu1088582	UFMu-11985	1	NA	NA	NA	NA	FALSE	Zm00004b002665	One-to-One	mRNA	moderate	missense_variant
Zm00001d030777	1	mu1035564	UFMu-03282	1	NA	NA	NA	NA	FALSE	NA	NA	mRNA	non-syntenic	NA
Zm00001d030784	3	mu1037046|mu1065683|mu1088584	UFMu-03775|UFMu-08558|UFMu-11244	>=3	NA	NA	NA	NA	FALSE	Zm00004b002674	One-to-One	mRNA	modifier	3_prime_UTR_variant
Zm00001d030790	1	mu1033993	UFMu-03290	1	NA	NA	NA	NA	FALSE	Zm00004b002677	One-to-One	mRNA	moderate	missense_variant
Zm00001d030796	2	mu1040470|mu1051509	UFMu-04749|UFMu-06757	2	NA	NA	NA	NA	FALSE	Zm00004b002681	One-to-One	mRNA	high	frameshift_variant
Zm00001d030812	2	mu1034992|mu1037048	UFMu-03459|UFMu-04224	2	NA	NA	NA	NA	FALSE	NA	NA	mRNA	modifier	intron_variant
Zm00001d030817	3	mu1032121|mu1051510|mu1065619	UFMu-02682|UFMu-06571|UFMu-00649	>=3	NA	NA	NA	NA	FALSE	Zm00004b002692	One-to-One	mRNA	low	synonymous_variant
Zm00001d030832	1	mu1075315	UFMu-05680	1	NA	NA	NA	NA	FALSE	Zm00004b002699	One-to-One	mRNA	moderate	missense_variant
Zm00001d030833	3	mu1028358|mu1028358|mu1037051	UFMu-02883|UFMu-07822|UFMu-03723	>=3	NA	NA	NA	NA	FALSE	Zm00004b002701	One-to-One	mRNA	moderate	missense_variant
Zm00001d030837	2	mu1065688|mu1079111	UFMu-08441|UFMu-08978	2	NA	NA	NA	NA	FALSE	Zm00004b002705	One-to-One	mRNA	moderate	disruptive_inframe_deletion
Zm00001d030841	2	mu1044234|mu1084417	UFMu-05788|UFMu-10408	2	NA	NA	NA	NA	FALSE	NA	NA	mRNA	moderate	conservative_inframe_deletion
Zm00001d030842	1	mu1044234	UFMu-05788	1	NA	NA	NA	NA	FALSE	NA	NA	mRNA	no_change	NA
Zm00001d030843	1	mu1051512	UFMu-06653	1	NA	NA	NA	NA	FALSE	Zm00004b002707	One-to-One	mRNA	high	splice_acceptor_variant
Zm00001d030849	5	mu1046260|mu1069010|mu1075794|mu1085361|mu1088593	UFMu-06432|UFMu-08367,UFMu-09483,UFMu-12283|UFMu-09095|UFMu-11112|UFMu-12979	>=3	NA	NA	NA	NA	FALSE	Zm00004b002714	Many-to-One	mRNA	modifier	5_prime_UTR_variant
Zm00001d030850	1	mu1038430	UFMu-03865	1	NA	NA	NA	NA	FALSE	Zm00004b002715	Many-to-One	mRNA	moderate	conservative_inframe_insertion
Zm00001d030851	2	mu1037052|mu1051513	UFMu-03577|UFMu-06712	2	NA	NA	NA	NA	FALSE	Zm00004b002716	One-to-One	mRNA	high	frameshift_variant
Zm00001d030860	2	mu1054979|mu1054979	UFMu-07612|UFMu-12122	2	NA	NA	NA	NA	FALSE	Zm00004b002725,Zm00004b002726	Many-to-One	mRNA	moderate	missense_variant
Zm00001d030864	1	mu1037053	UFMu-04106	1	NA	NA	NA	NA	FALSE	Zm00004b002729	Many-to-One	mRNA	high	splice_acceptor_variant
Zm00001d030868	5	mu1030855|mu1031733|mu1058415|mu1065693|mu1088595	UFMu-02845,UFMu-04588|UFMu-02682,UFMu-03763|UFMu-08182|UFMu-08555|UFMu-11966	>=3	NA	NA	NA	NA	FALSE	Zm00004b002730	One-to-One	mRNA	modifier	5_prime_UTR_variant
Zm00001d030870	7	mu1015164|mu1015165|mu1038922|mu1065293|mu1081388|mu1082488|mu1087921	UFMu-00577,UFMu-01847|UFMu-00783,UFMu-01252,UFMu-01913|UFMu-02706|UFMu-00783|UFMu-09494|UFMu-09470|UFMu-11033	>=3	NA	NA	NA	NA	FALSE	NA	NA	mRNA	non-syntenic	synonymous_variant
Zm00001d030888	1	mu1088601	UFMu-11634	1	NA	NA	NA	NA	FALSE	Zm00004b002739	One-to-One	mRNA	no_change	NA
Zm00001d030891	2	mu1054981|mu1075795	UFMu-07289|UFMu-09075	2	G2-like	61	32	32/61	TRUE	Zm00004b002742	One-to-One	mRNA	no_change	NA
Zm00001d030893	5	mu1070681|mu1075796|mu1080428|mu1082735|mu1082736	UFMu-02648|UFMu-08991|UFMu-09455|UFMu-10015|UFMu-10015	>=3	NA	NA	NA	NA	FALSE	Zm00004b002744	One-to-One	mRNA	moderate	missense_variant
Zm00001d030894	1	mu1054982	UFMu-07573,UFMu-08152	1	NA	NA	NA	NA	FALSE	Zm00004b002745	One-to-One	mRNA	moderate	missense_variant
Zm00001d030900	3	mu1037056|mu1054984|mu1088602	UFMu-03714|UFMu-07567|UFMu-12024	>=3	NA	NA	NA	NA	FALSE	Zm00004b002751	One-to-One	mRNA	no_change	NA
Zm00001d030901	1	mu1030229	UFMu-02866	1	NA	NA	NA	NA	FALSE	Zm00004b002752	One-to-One	mRNA	no_change	NA
Zm00001d030902	2	mu1025154|mu1094106	UFMu-09461|UFMu-11461	2	NA	NA	NA	NA	FALSE	Zm00004b002753	One-to-One	mRNA	no_change	NA
Zm00001d030906	1	mu1080430	UFMu-09479	1	NA	NA	NA	NA	FALSE	NA	NA	mRNA	no_change	NA
Zm00001d030907	1	mu1044148	UFMu-05250	1	B3	45	26	26/45	TRUE	Zm00004b002754	Many-to-Many	mRNA	low	splice_region_variant
