gid	gid_v3	symbol	note
Zm00001d025894	GRMZM2G164743	amt5	ammonium transporter5
Zm00001d025896	GRMZM2G465091	tcptf14	TCP-transcription factor 14
Zm00001d025910	GRMZM2G040664	ereb86	AP2-EREBP-transcription factor 86
Zm00001d025913	GRMZM2G046841	his2b6	NA
Zm00001d025918	GRMZM2G468688	cle27	clavata3/esr-related27
Zm00001d025922	GRMZM2G168976	pco096967	NA
Zm00001d025923	GRMZM2G169005	Zm00001d025923	NA
Zm00001d025924	GRMZM2G468855	Zm00001d025924	NA
Zm00001d025926	GRMZM2G024887	limtf14	LIM-transcription factor 14
Zm00001d025930	GRMZM2G001106	mybr113	MYB-related-transcription factor 113
Zm00001d025938	GRMZM2G038394	gpm256	NA
Zm00001d025939	GRMZM2G155543	IDP2392	NA
Zm00001d025941	GRMZM2G155341	AY110167	NA
Zm00001d025944	GRMZM2G005353	yab14	yabby14
Zm00001d025946	GRMZM2G057084	umc1506	NA
Zm00001d025947	GRMZM2G425072	Zm00001d025947	NA
Zm00001d025950	GRMZM2G000973	atg13d	autophagy13d
Zm00001d025951	GRMZM2G054418	krp15	kinesin-related protein15
Zm00001d025953	GRMZM2G054615	gata6	C2C2-GATA-transcription factor 6
Zm00001d025957	GRMZM2G098442	dbb12	double B-box zinc finger protein12
Zm00001d025958	GRMZM2G155502	aldh27	aldehyde dehydrogenase27
Zm00001d025964	GRMZM2G396527	hb70	Homeobox-transcription factor 70
Zm00001d025982	GRMZM2G427087	thx31	Trihelix-transcription factor 31
Zm00001d025984	GRMZM2G427097	gdh2	glutamic dehydrogenase2
Zm00001d025988	GRMZM2G421212	gata19	C2C2-GATA-transcription factor 19
Zm00001d025989	GRMZM2G134517	iaa43	Aux/IAA-transcription factor 43
Zm00001d025997	GRMZM2G016939	pzb01111	NA
Zm00001d026005	GRMZM2G018485	abi2	ABI3-VP1-transcription factor 2
Zm00001d026012	GRMZM2G018027	umc2221	NA
Zm00001d026014	GRMZM2G072121	umc2043	NA
Zm00001d026017	GRMZM2G181030	mybr111	MYB-related-transcription factor 111
Zm00001d026018	GRMZM2G321239	cdpk4	calcium dependent protein kinase4
Zm00001d026046	GRMZM2G086474	bhlh134	bHLH-transcription factor 134
Zm00001d026047	GRMZM2G086403	platz15	PLATZ-transcription factor 15
Zm00001d026050	GRMZM2G173429	gras22	GRAS-transcription factor 22
Zm00001d026055	GRMZM2G098676	GRMZM2G098676	NA
Zm00001d026056	GRMZM2G152135	hyd3	hydroxylase3
Zm00001d026060	GRMZM5G894619	acs7	1-aminocyclopropane-1-carboxylate synthase7
Zm00001d026061	GRMZM2G040673	ofp41	OVATE-transcription factor 41
Zm00001d026063	GRMZM2G016477	umc1477	NA
Zm00001d026084	GRMZM5G845601	IDP120	NA
Zm00001d026088	AC235534.1_FG007	ocl2	outer cell layer2
Zm00001d026094	GRMZM2G301485	hsftf20	HSF-transcription factor 20
Zm00001d026096	GRMZM2G010290	dof23	C2C2-Dof-transcription factor 23
Zm00001d026104	GRMZM5G836567	umc44a	NA
Zm00001d026106	GRMZM2G090230	glk41	G2-like-transcription factor 41
Zm00001d026111	AC209206.3_FG011	ago1b	argonaute1b
Zm00001d026113	GRMZM5G884137	nkd2	naked endosperm2
Zm00001d026126	GRMZM2G142832	umc1045	NA
Zm00001d026127	GRMZM2G084491	mmp71	NA
Zm00001d026139	GRMZM2G112057	cdpk30	calcium dependent protein kinase30
Zm00001d026147	GRMZM5G822829	P	plant color component at R1
Zm00001d026148	GRMZM5G803874	isr1	inhibitor of striate1
Zm00001d026158	GRMZM2G037792	gras79	GRAS-transcription factor 79
Zm00001d026160	GRMZM2G429000	gar2	gibberellin responsive2
Zm00001d026163	GRMZM2G091534	IDP134	NA
Zm00001d026175	GRMZM2G148467	sbp21	SBP-transcription factor 21
Zm00001d026177	GRMZM2G125023	por2	porin2
Zm00001d026178	GRMZM2G125023	tip5	tonoplast intrinsic protein5
Zm00001d026186	GRMZM2G311059	myb68	MYB-transcription factor 68
Zm00001d026191	GRMZM2G080516	ereb2	AP2-EREBP-transcription factor 2
Zm00001d026193	GRMZM2G128057	IDP263	NA
Zm00001d026197	GRMZM2G081557	myb9	MYB transcription factor9
Zm00001d026203	GRMZM2G097636	myb5	MYB-transcription factor 5
Zm00001d026204	GRMZM2G097638	myb65	MYB-transcription factor 65
Zm00001d026218	AC208110.2_FG001	wrky112	WRKY-transcription factor 112
Zm00001d026231	GRMZM2G098813	zfl1	zea floricaula/leafy1
Zm00001d026240	GRMZM2G129147	grftf5	GRF-transcription factor 5
Zm00001d026245	GRMZM2G415229	thx10	Trihelix-transcription factor 10
Zm00001d026252	GRMZM2G091331	wrky14	WRKY-transcription factor 14
Zm00001d026267	GRMZM2G156013	stk4	serine-threonine kinase4
Zm00001d026270	GRMZM2G073581	phd9	PHD-transcription factor 9
Zm00001d026271	GRMZM2G438202	ereb205	AP2-EREBP-transcription factor 205
Zm00001d026273	GRMZM2G137009	ufg15	NA
Zm00001d026277	GRMZM2G032282	cpx2	coproporphyrinogen III oxidase2
Zm00001d026283	GRMZM2G028929	cop2	coatomer protein2
Zm00001d026286	GRMZM2G019325	rps11	ribosomal protein S11
Zm00001d026287	GRMZM2G019986	bnlg2190	NA
Zm00001d026288	GRMZM2G119802	mbd123	methyl binding domain123
Zm00001d026291	GRMZM2G025592	met2	DNA methyl transferase2
Zm00001d026300	GRMZM2G354867	ago2b	argonaute2b
Zm00001d026305	GRMZM2G126957	ca2p7	CCAAT-HAP2-transcription factor 27
Zm00001d026317	GRMZM2G042920	bhlh7	bHLH-transcription factor 7
Zm00001d026322	GRMZM2G029242	cdo244a(crp)	NA
Zm00001d026331	GRMZM2G096107	umc2792	NA
Zm00001d026335	GRMZM2G419694	atg8b	autophagy8b
Zm00001d026346	GRMZM2G058098	cl862_1(759)	NA
Zm00001d026347	GRMZM2G150901	AY111500	NA
Zm00001d026351	GRMZM2G122897	hb91	Homeobox-transcription factor 91
Zm00001d026355	GRMZM2G148506	e2f15	E2F-DP-transcription factor 215
Zm00001d026362	GRMZM2G448104	mybr71	MYB-related-transcription factor 71
Zm00001d026363	GRMZM2G180471	pco139265	NA
Zm00001d026367	GRMZM2G324767	umc1196a	NA
Zm00001d026378	GRMZM5G898792	bnlg1677	NA
Zm00001d026391	GRMZM5G818977	hagtf43	GNAT-transcription factor 43
Zm00001d026397	GRMZM2G037226	AY110016	NA
Zm00001d026398	GRMZM2G445575	bzip113	bZIP-transcription factor 113
Zm00001d026401	GRMZM2G177393	epf1	epidermal patterning factor-like1
Zm00001d026402	GRMZM2G480171	w2	white seedling2
Zm00001d026405	GRMZM2G177412	gtr1	glutamyl-tRNA reductase1
Zm00001d026422	GRMZM2G128549	pme8	pectin methylesterase8
Zm00001d026440	GRMZM2G064903	vq60	VQ motif-transcription factor60
Zm00001d026445	GRMZM2G120136	ufg75b	NA
Zm00001d026447	GRMZM2G421033	ereb156	AP2-EREBP-transcription factor 156
Zm00001d026448	GRMZM2G076602	ereb212	AP2-EREBP-transcription factor 212
Zm00001d026452	NA	umc1176	NA
Zm00001d026453	GRMZM6G260565	wox4	wuschel-related homeobox4
Zm00001d026456	GRMZM2G546369	mybr65	MYB-related-transcription factor 65
Zm00001d026457	GRMZM2G445616	umc2351	NA
Zm00001d026458	GRMZM2G073465	ccp3	cysteine protease3
Zm00001d026460	NA	umc1249	NA
Zm00001d026475	GRMZM2G143499	umc2203	NA
Zm00001d026477	GRMZM2G143402	zim34	ZIM-transcription factor 34
Zm00001d026479	GRMZM2G143356	npi254b	NA
Zm00001d026480	GRMZM2G143352	iaa44	Aux/IAA-transcription factor 44
Zm00001d026483	GRMZM2G104294	cpr2	cytochrome P-450 reductase2
Zm00001d026485	GRMZM2G104268	farl15	FAR1-like-transcription factor 15
Zm00001d026486	GRMZM2G104260	ereb190	AP2-EREBP-transcription factor 190
Zm00001d026487	GRMZM2G104199	mkaku41	Maize KAKU4-Like1
Zm00001d026489	GRMZM2G007477	umc2172	NA
Zm00001d026490	GRMZM2G006894	mha4	proton-exporting ATPase4
Zm00001d026491	GRMZM2G058588	sbp28	SBP-transcription factor 28
Zm00001d026495	GRMZM2G101179	bcd135b	NA
Zm00001d026498	GRMZM2G427603	GRMZM2G427603	NA
Zm00001d026501	GRMZM2G098290	gln1	glutamine synthetase1
Zm00001d026510	GRMZM2G084576	umc2507	NA
Zm00001d026515	GRMZM2G067176	vp10	viviparous10
Zm00001d026518	GRMZM2G368898	bsdtf10	BSD-transcription factor 10
Zm00001d026537	GRMZM2G028622	hb122	Homeobox-transcription factor 122
Zm00001d026540	GRMZM2G086949	arftf29	ARF-transcription factor 29
Zm00001d026542	GRMZM2G124495	glk52	G2-like-transcription factor 52
Zm00001d026543	GRMZM2G124476	c3h52	C3H-transcription factor 352
Zm00001d026563	GRMZM2G164591	ereb40	AP2-EREBP-transcription factor 40
Zm00001d026577	GRMZM2G340065	ccp6	cysteine protease6
Zm00001d026584	GRMZM2G150014	cl16117_1	NA
Zm00001d026586	GRMZM2G150248	TIDP3366	NA
Zm00001d026587	GRMZM2G150262	c3h14	C3H-transcription factor 314
Zm00001d026590	GRMZM2G475882	arftf30	ARF-transcription factor 30
Zm00001d026591	GRMZM2G069389	umc2021	NA
Zm00001d026594	GRMZM2G392101	crr2	cytokinin response regulator2
Zm00001d026599	GRMZM2G092427	lhcb6	light harvesting chlorophyll a/b binding protein6
Zm00001d026603	GRMZM2G323024	chlh1	Mg chelatase subunit H 1
Zm00001d026607	GRMZM2G040876	AY109829	NA
Zm00001d026610	GRMZM2G043776	umc2126	NA
Zm00001d026628	GRMZM2G142718	dof41	C2C2-Dof-transcription factor 41
Zm00001d026633	GRMZM2G440259	umc1113	NA
Zm00001d026635	GRMZM2G173413	alla1	allantoinase1
Zm00001d026640	GRMZM2G173660	mis12a	minichromosome instability12a
Zm00001d026641	GRMZM2G173682	atg4b	autophagy4b
Zm00001d026642	GRMZM2G011513	dba3	DNA binding activity3
Zm00001d026647	GRMZM2G093623	IDP361	NA
Zm00001d026648	GRMZM2G074773	ca5p1	CCAAT-HAP5-transcription factor 51
Zm00001d026649	GRMZM2G074759	o7	opaque endosperm7
Zm00001d026654	NA	ppr4	pentatricopeptide repeat 4
Zm00001d026661	GRMZM2G106836	ofp42	OVATE-transcription factor 42
Zm00001d026663	GRMZM2G106781	ofp43	OVATE-transcription factor 43
Zm00001d026673	GRMZM2G475276	vq61	VQ motif-transcription factor61
Zm00001d026675	GRMZM2G104613	imd3	isopropylmalate dehydrogenase3
Zm00001d026677	GRMZM2G104658	atg1t	autophagy1t
Zm00001d026684	GRMZM2G136494	cchh46	Cys2His2 Zinc Finger46
Zm00001d026685	GRMZM2G136283	umc2770	NA
Zm00001d026687	GRMZM2G023813	arftf31	ARF-transcription factor 31
Zm00001d026690	GRMZM2G110908	snrkII5	SnRK2 serine threonine kinase5
Zm00001d026694	AC193767.3_FG003	abi10	ABI3-VP1-transcription factor 10
Zm00001d026697	GRMZM2G038013	hcf60	high chlorophyll fluorescence60
Zm00001d026698	GRMZM2G038050	phd8	PHD-transcription factor 8
Zm00001d027231	GRMZM2G059865	pco082477	NA
Zm00001d027283	GRMZM2G474194	expb3	beta expansin3
Zm00001d027285	GRMZM2G161483	npf4	nitrate transporter/peptide transporter family4
Zm00001d027288	GRMZM2G161560	umc1613	NA
Zm00001d027292	GRMZM2G060265	gras53	GRAS-transcription factor 53
Zm00001d027293	GRMZM2G060296	spr1	signal recognition particle receptor homolog1
Zm00001d027295	GRMZM2G164696	tub1	beta tubulin1
Zm00001d027299	GRMZM2G114459	polm1	polymerase II transcription-mediator1
Zm00001d027317	GRMZM2G042250	rld2	rolled leaf2
Zm00001d027318	GRMZM2G041881	btf3	BTF3 homolog
Zm00001d027326	GRMZM2G015384	arp4	actin related protein like4
Zm00001d027329	GRMZM2G137366	met7	DNA methyl transferase7
Zm00001d027330	GRMZM2G137352	remo2	remorin2
Zm00001d027332	GRMZM2G137329	umc1177	NA
Zm00001d027335	GRMZM2G314660	thx18	Trihelix-transcription factor 18
Zm00001d027337	GRMZM2G092232	krp17	kinesin heavy chain17
Zm00001d027340	GRMZM2G124550	magi101072	NA
Zm00001d027359	GRMZM2G062210	fus6	fusca homolog
Zm00001d027363	GRMZM2G044247	dpr1	dihydrodipicolinate reductase1
Zm00001d027366	GRMZM2G029824	pmp1	peroxisomal membrane protein homolog1
Zm00001d027367	GRMZM2G320099	pyrd1	pyrimidine deaminase1
Zm00001d027373	GRMZM2G008327	cdc2	cell division control protein homolog2
Zm00001d027385	GRMZM2G013634	IDP1464	NA
Zm00001d027386	GRMZM2G312438	pld15	phospholipase D15
Zm00001d027389	GRMZM2G014382	nad5 (homolog)	NADH ubiquinone oxidoreductase B14 subunit5 (homolog)
Zm00001d027392	GRMZM2G453794	csu589	NA
Zm00001d027395	GRMZM2G406204	nactf78	NAC-transcription factor 78
Zm00001d027400	GRMZM2G473389	tho1	THO complex subunit 7B-like1
Zm00001d027405	GRMZM2G136859	mib1	metal ion binding1
Zm00001d027409	GRMZM2G082227	abi8	ABI3-VP1-transcription factor 8
Zm00001d027412	GRMZM2G040762	dcl101	dicer-like 101
Zm00001d027415	GRMZM2G105415	atg1a	autophagy1a
Zm00001d027419	GRMZM2G475289	bhlh140	bHLH-transcription factor 140
Zm00001d027421	GRMZM2G176820	IDP2420	NA
Zm00001d027423	GRMZM2G475380	fnsi2	flavone synthase typeI2
Zm00001d027425	GRMZM2G026223	zag6	agamous-like6
Zm00001d027427	GRMZM2G070047	uce3	ubiquitin conjugating enzyme3
Zm00001d027429	GRMZM2G070259	IDP658	NA
Zm00001d027431	GRMZM2G159431	knox1	knotted related homeobox1
Zm00001d027435	GRMZM2G327059	hb30	Homeobox-transcription factor 30
Zm00001d027439	GRMZM2G119736	AY107629	NA
Zm00001d027441	GRMZM2G119494	cdo1081a	NA
Zm00001d027443	GRMZM2G090051	hyd6	hydroxylase6
Zm00001d027444	GRMZM2G089976	IDP755	NA
Zm00001d027446	GRMZM2G176604	umc1292	NA
Zm00001d027453	GRMZM2G055737	ofp1	OVATE-transcription factor 1
Zm00001d027454	GRMZM2G055704	GRMZM2G055704	NA
Zm00001d027456	GRMZM2G177508	pba1	PBA1 homolog1
Zm00001d027459	GRMZM2G025642	nactf33	NAC-transcription factor 33
Zm00001d027461	GRMZM2G428184	bzip114	bZIP-transcription factor 114
Zm00001d027462	GRMZM2G129243	fha1	FHA-transcription factor 1
Zm00001d027477	GRMZM2G448701	umc1041	NA
Zm00001d027486	GRMZM2G032219	mlo1	barley mlo defense gene homolog1
Zm00001d027488	GRMZM5G845611	gpb1	glyceraldehyde phosphate dehydrogenase B1
Zm00001d027492	GRMZM5G887276	glk48	G2-like-transcription factor 48
Zm00001d027493	GRMZM2G137312	nad4	NADH-ubiquinone oxidoreductase B18 subunit4
Zm00001d027495	GRMZM2G137367	iaa1	Aux/IAA-transcription factor 1
Zm00001d027496	GRMZM2G137374	bhlh49	bHLH-transcription factor 49
Zm00001d027497	GRMZM2G137380	bhlh50	bHLH-transcription factor 50
Zm00001d027500	GRMZM2G392863	fsgt1	flower-specific gamma-thionin1
Zm00001d027504	GRMZM2G089056	php20537b	NA
Zm00001d027506	GRMZM2G020548	bnlg1014	NA
Zm00001d027510	GRMZM2G109509	nlp7	NLP-transcription factor 7
Zm00001d027511	GRMZM2G090568	cat2	catalase2
Zm00001d027520	GRMZM2G095968	expa6	expansin-like6
Zm00001d027530	GRMZM2G059428	nactf53	NAC-transcription factor 53
Zm00001d027539	GRMZM2G119499	gst11	glutathione transferase11
Zm00001d027540	GRMZM2G096269	gst12	glutathione S-transferase12
Zm00001d027541	GRMZM2G096247	csu454(gst)	NA
Zm00001d027542	GRMZM2G096153	gst10	glutathione transferase10
Zm00001d027546	GRMZM2G173372	bhlh35	bHLH-transcription factor 35
Zm00001d027548	GRMZM2G075701	smt2	sterol methyl transferase2
Zm00001d027549	GRMZM2G075870	pht10	phosphate transporter protein10
Zm00001d027557	GRMZM2G475059	gst31	glutathione transferase31
Zm00001d027558	GRMZM2G176397	aco12	aconitase12
Zm00001d027578	GRMZM2G018417	ommp1	outer mitochondrial membrane porin1
Zm00001d027581	GRMZM2G018579	cl3927_1a	NA
Zm00001d027582	GRMZM2G018706	mgt10	magnesium transporter10
Zm00001d027585	GRMZM2G157510	cki3	cyclin-dependent kinase inhibitor3
Zm00001d027587	GRMZM2G152172	bzr9	BZR-transcription factor 9
Zm00001d027588	GRMZM2G009014	TIDP3353	NA
Zm00001d027589	GRMZM2G172758	umc1948	NA
Zm00001d027590	GRMZM2G172751	php20603	NA
Zm00001d027593	GRMZM2G472167	prc3	proteasome component3
Zm00001d027595	GRMZM2G171181	IDP65	NA
Zm00001d027601	GRMZM2G062946	TIDP3460	NA
Zm00001d027607	GRMZM2G066860	pdlp1	plasmodesmatal located protein1
Zm00001d027618	GRMZM2G149257	pco098394	NA
Zm00001d027619	GRMZM2G450125	amyb2	beta amylase2
Zm00001d027623	GRMZM2G054111	myb120	MYB-transcription factor 120
Zm00001d027625	GRMZM5G820122	mrpa4	multidrug resistance-associated protein 4
Zm00001d027630	GRMZM2G107532	umc1484	NA
Zm00001d027633	GRMZM2G170567	IDP1437a	NA
Zm00001d027652	NA	tip1	tonoplast intrinsic protein1
Zm00001d027655	GRMZM2G038485	IDP847	NA
Zm00001d027656	GRMZM2G339563	lls1	lethal leaf spot1
Zm00001d027659	GRMZM2G087918	mmp93	NA
Zm00001d027667	GRMZM2G028521	citt1	citrate transporter1
Zm00001d027678	GRMZM2G092483	lbd1	LBD-transcription factor 1
Zm00001d027679	GRMZM2G092542	rtcs1	rootless concerning crown and seminal roots1
Zm00001d027687	AC198979.4_FG009	ereb95	AP2-EREBP-transcription factor 95
Zm00001d027688	GRMZM2G056870	umc1222	NA
Zm00001d027694	GRMZM2G112728	GRMZM2G112728	NA
Zm00001d027700	GRMZM2G070087	pht9	phosphate transporter protein9
Zm00001d027703	AC209858.4_FG004	hagtf1	GNAT-transcription factor 1
Zm00001d027709	GRMZM2G086072	e2f19	E2F-DP-transcription factor 219
Zm00001d027714	GRMZM2G315806	rplp1	ribosomal large subunit pseudouridine synthase B
Zm00001d027722	GRMZM2G027821	nod1	narrow odd dwarf1
Zm00001d027731	GRMZM2G076062	umc2224	NA
Zm00001d027739	GRMZM2G096252	ofp2	OVATE-transcription factor 2
Zm00001d027740	GRMZM2G472236	rab30	responsive to abscisic acid30
Zm00001d027749	GRMZM2G154211	sfp4	sulfate transporter4
Zm00001d027753	GRMZM2G452996	bhlh110	bHLH-transcription factor 110
Zm00001d027757	GRMZM2G165972	hsftf13	HSF-transcription factor 13
Zm00001d027759	GRMZM2G480386	yuc7	yucca7
Zm00001d027763	GRMZM2G136081	IDP1425	NA
Zm00001d027768	GRMZM2G172410	magi2762	NA
Zm00001d027769	GRMZM2G172322	gsr1	glutathione reductase1
Zm00001d027802	GRMZM2G004641	hb64	Homeobox-transcription factor 64
Zm00001d027803	GRMZM2G417455	TIDP3300	NA
Zm00001d027810	GRMZM2G124042	gpat16	glycerol-3-phosphate acyltransferase16
Zm00001d027815	GRMZM2G424020	mmp68	NA
Zm00001d027819	GRMZM2G315601	esr2	embryo surrounding region2
Zm00001d027820	GRMZM2G046086	esr1	embryo surrounding region1
Zm00001d027821	GRMZM2G140302	esr3	embryo surrounding region3
Zm00001d027824	GRMZM2G417835	vq1	VQ motif-transcription factor1
Zm00001d027837	GRMZM2G091822	ms26	male sterile26
Zm00001d027838	GRMZM2G091916	sdg122	set domain gene122
Zm00001d027841	GRMZM2G026807	rpe1	Ribulose-phosphate 3-epimerase1
Zm00001d027846	GRMZM2G162749	dof21	C2C2-Dof-transcription factor 21
Zm00001d027848	GRMZM2G162776	cox10b	cytochrome c oxidase subunit10b
Zm00001d027851	GRMZM2G162814	umc115	NA
Zm00001d027852	GRMZM2G139963	hb102	Homeobox-transcription factor 102
Zm00001d027854	GRMZM2G034302	sut1	sucrose transporter1
Zm00001d027855	GRMZM2G035156	bhlh74	bHLH-transcription factor 74
Zm00001d027859	GRMZM2G159456	bhlh84	bHLH-transcription factor 84
Zm00001d027870	GRMZM2G419901	ereb38	AP2-EREBP-transcription factor 38
Zm00001d027871	GRMZM2G119852	adss1	adenylosuccinate synthetase
Zm00001d027874	GRMZM2G000686	nfya1	nuclear transcription factor y subunit a1
Zm00001d027878	GRMZM2G399072	ereb130	AP2-EREBP-transcription factor 130
Zm00001d027881	NA	bnlg1429	NA
Zm00001d027884	GRMZM5G855347	hma8	heavy metal ATPase8
Zm00001d027886	GRMZM2G064732	ct2	compact plant2
Zm00001d027888	GRMZM2G080586	IDP29	NA
Zm00001d027893	GRMZM2G017616	lox9	lipoxygenase9
Zm00001d027899	GRMZM2G343157	zim26	ZIM-transcription factor 26
Zm00001d027900	GRMZM5G838098	zim27	ZIM-transcription factor 27
Zm00001d027901	GRMZM2G445634	zim16	ZIM-transcription factor 16
Zm00001d027904	GRMZM2G445602	php20640	NA
Zm00001d027916	GRMZM2G097434	TIDP3623	NA
Zm00001d027924	GRMZM2G129674	ereb179	AP2-EREBP-transcription factor 179
Zm00001d027925	GRMZM2G018984	ereb180	AP2-EREBP-transcription factor 180
Zm00001d027928	AC206951.3_FG016	ereb181	AP2-EREBP-transcription factor 181
Zm00001d027929	AC206951.3_FG017	ereb182	AP2-EREBP-transcription factor 182
Zm00001d027934	GRMZM2G153393	ltk1	leucine-rich transmembrane protein kinase1
Zm00001d027936	GRMZM2G410515	vp5	viviparous5
Zm00001d027939	GRMZM2G109480	abi7	ABI3-VP1-transcription factor 7
Zm00001d027944	GRMZM2G113401	TIDP2777	NA
Zm00001d027946	GRMZM2G061806	hct1	hydroxycinnamoyltransferase1
Zm00001d027948	GRMZM2G114918	hct2	hydroxycinnamoyltransferase2
Zm00001d027957	GRMZM2G059102	mads68	MADS-transcription factor 68
Zm00001d027962	GRMZM2G023575	IDP343	NA
Zm00001d027976	GRMZM2G009326	IDP622	NA
Zm00001d027987	GRMZM2G006631	bhlh160	bHLH-transcription factor 160
Zm00001d027991	GRMZM2G132367	hb5	Homeobox-transcription factor 5
Zm00001d027998	GRMZM2G420357	vq2	VQ motif-transcription factor2
Zm00001d027999	GRMZM2G097283	abc4	aberrant chloroplast development4
Zm00001d028002	GRMZM2G164527	ras11E1	ras-related protein11E1
Zm00001d028007	GRMZM2G447551	camta4	CAMTA-transcription factor 4
Zm00001d028012	AC166636.1_FG008	IDP871	NA
Zm00001d028017	GRMZM2G003466	ereb101	AP2-EREBP-transcription factor 101
Zm00001d028024	GRMZM2G134367	umc1467	NA
Zm00001d028046	GRMZM2G464510	emp602	empty pericarp602
Zm00001d028053	GRMZM2G004259	TIDP3048	NA
Zm00001d028054	GRMZM2G004397	pco148373a	NA
Zm00001d028064	GRMZM2G162535	umc1976	NA
Zm00001d028066	AC200038.4_FG011	ereb120	AP2-EREBP-transcription factor 120
Zm00001d028068	GRMZM2G461907	ereb123	AP2-EREBP-transcription factor 123
Zm00001d028070	GRMZM2G415251	ereb35	AP2-EREBP-transcription factor 35
Zm00001d028073	GRMZM2G114190	rdph1	reducing plant height1
Zm00001d028074	GRMZM2G114184	hagtf2	GNAT-transcription factor 2
Zm00001d028075	GRMZM2G114055	umc2226	NA
Zm00001d028088	GRMZM5G880508	phm13619	NA
Zm00001d028092	GRMZM2G007130	cyc16	cyclin16
Zm00001d028096	GRMZM2G457178	urb2	unhealthy ribosome biogenesis2
Zm00001d028098	GRMZM2G119104	phm3226	NA
Zm00001d028114	GRMZM2G015219	mmp135	NA
Zm00001d028122	GRMZM2G127635	umc1200	NA
Zm00001d028128	GRMZM2G005844	dng1	DNA glycosylase superfamily protein1
Zm00001d028129	GRMZM2G005624	gt1	grassy tillers1
Zm00001d028139	GRMZM2G171073	bnlg1953	NA
Zm00001d028154	GRMZM2G013430	sat2	serine acetyltransferase2
Zm00001d028162	GRMZM2G159632	sfp1	sulfate permease1
Zm00001d028164	GRMZM2G042171	sfp3	sulfate transporter3
Zm00001d028178	GRMZM2G077045	nactf64	NAC-transcription factor 64
Zm00001d028180	GRMZM2G155242	mips1	myo-inositol phosphate synthase1
Zm00001d028185	GRMZM2G107774	remo1	remorin1
Zm00001d028187	GRMZM2G107815	umc1711	NA
Zm00001d028208	GRMZM2G079823	pzb01957	NA
Zm00001d028216	GRMZM2G088309	ifa1	indeterminate floral apex1
Zm00001d028217	GRMZM2G099522	zmm14	Zea mays MADS14
Zm00001d028218	GRMZM2G099628	bnlg1007	NA
Zm00001d028221	GRMZM2G128665	atp4	ATP synthase4
Zm00001d028228	GRMZM2G163154	mate3	multidrug and toxic compound extrusion3
Zm00001d028240	GRMZM2G164965	IDP810	NA
Zm00001d028260	GRMZM2G050514	gln6	glutamine synthetase6
Zm00001d028265	GRMZM2G099797	crr8	cytokinin response regulator8
Zm00001d028267	GRMZM2G099860	trps2	trehalose-6-phosphate synthase2
Zm00001d028269	GRMZM2G118485	hsftf14	HSF-transcription factor 14
Zm00001d028282	GRMZM2G002178	aos2	allene oxide synthesis2
Zm00001d028297	GRMZM2G180452	bhlh3	bHLH-transcription factor 3
Zm00001d028304	GRMZM2G126808	hb45	Homeobox-transcription factor 45
Zm00001d028307	GRMZM2G122543	sro1	similar to RCD one1
Zm00001d028313	GRMZM2G110131	zim22	ZIM-transcription factor 22
Zm00001d028325	GRMZM2G065635	brs1	brassinosteroid synthesis1
Zm00001d028331	GRMZM2G012758	TIDP3265	NA
Zm00001d028332	GRMZM2G012501	IDP2385	NA
Zm00001d028359	GRMZM2G061096	cdo1387b(emp70)	NA
Zm00001d028361	GRMZM2G465595	cchh25	Cys2His2 Zinc Finger25
Zm00001d028367	GRMZM2G152447	pap19	purple acid phosphatase19
Zm00001d028368	GRMZM2G152477	pap20	purple acid phosphatase20
Zm00001d028372	GRMZM2G157177	bzip115	bZIP-transcription factor 115
Zm00001d028373	GRMZM2G157157	toc35	translocon of outer membrane of chloroplast35
